current_time;Tw_in;Tw_out_rnn;Tw_out;Tw_out_sp;omegab_opt;Theater1;Theater2;Theater_opt;pc_rnn;pc;Hpev;Hpev_opt;SH;SH_sp;Lpev;Lpev_opt;COP;Pgc;Prec;Pcomb;omega1;omega2;omega3;k_step;T_outdoor
336;305.76975966903416;311.54837;311.5979824219818;311.4546705472243;5494.5051708972305;938.2253284966217;938.2310543355687;938.2310543355687;70.0;73.28795448214797;100.0;100.0;6.289942654929874;5;13.59705051337892;13.59705051337892;1.652122675506245;1539.7902893091352;4071.5060127737524;3396.41625;184.0;126.20828286874345;136.0;0;6
337;305.7707289298757;311.5523;311.6026230987974;311.4546705472243;5447.173195341867;938.3251198802562;938.3343502348761;938.3343502348761;70.0;73.30000000000001;100.0;100.0;6.287095697634683;5;13.72519069168335;13.72519069168335;1.6531634095068297;1539.9495874455579;4074.8814805088423;3396.41625;184.0;126.29364605462264;136.0;0;6
338;305.77168849810886;311.556;311.609235150269;311.4546705472243;5400.091679318841;938.4192950446231;938.4321663246714;938.4321663246714;70.0;73.30000000000001;100.0;100.0;6.277636872271373;5;13.851062613837826;13.851062613837826;1.654765715411581;1541.9752002812709;4078.297965485498;3396.41625;184.0;126.38865892481488;136.0;0;6
339;305.7726384706597;311.55914;311.61798388330413;311.4546705472243;5352.630193540015;938.5078552289957;938.5244954727686;938.5244954727686;70.0;73.30000000000001;100.0;100.0;6.251977744085011;5;13.971128562609055;13.971128562609055;1.6569764251910564;1546.4053141512973;4081.376342234515;3396.41625;184.0;126.49340693542177;136.0;0;6
340;305.773578943485;311.56235;311.6284136533952;311.4546705472243;5302.779956163977;938.5907277042007;938.6112599548305;938.6112599548305;70.0;73.30000000000001;100.0;100.0;6.202224495084607;5;14.081400362317435;14.081400362317435;1.6596663503795726;1552.7775782399317;4084.140183767442;3396.41625;184.0;126.60803100683627;136.0;0;6
341;305.77451001158204;311.566;311.6399015205091;311.4546705472243;5248.405747629093;938.667600074604;938.6921539064001;938.6921539064001;70.0;73.30000000000001;100.0;100.0;6.1294015727616085;5;14.179775935128996;14.179775935128996;1.662658879624902;1560.3857350127444;4086.6959019520664;3396.41625;184.0;126.73290687942509;136.0;0;6
342;305.77543176899815;311.57028;311.65180150225365;311.4546705472243;5185.787265506531;938.7378990941514;938.7666235454739;938.7666235454739;70.0;73.30000000000001;100.0;100.0;6.035835498014137;5;14.264646269980915;14.264646269980915;1.6657708700409437;1568.7138194035167;4088.937432380182;3396.41625;184.0;126.86869716604275;136.0;0;6
343;305.77634430884007;311.57455;311.663816113499;311.4546705472243;5116.503303108478;938.8005917749593;938.8336786719973;938.8336786719973;70.0;73.30000000000001;100.0;100.0;5.924131293455133;5;14.334718558414627;14.334718558414627;1.668917967310278;1577.3609228050327;4090.979181284566;3396.41625;184.0;127.01659665692704;136.0;0;6
344;305.77724772328355;311.57962;311.6708500249788;311.4546705472243;5037.510093614097;938.854814890653;938.8924911538904;938.8924911538904;70.0;73.6090071768658;100.0;100.0;5.795119521502812;5;14.388428156174443;14.388428156174443;1.670655775488688;1581.4610203597672;4092.781403666365;3396.41625;184.0;127.17771947277572;136.0;0;6
345;305.77814210358264;311.5845;311.6521709976397;311.4546705472243;4954.5063119505685;938.899310645282;938.9418595234657;938.9418595234657;70.0;73.61166690366744;100.0;100.0;5.654993402778302;5;14.42590227270737;14.42590227270737;1.665107313810633;1565.3427165608252;4090.0548220594587;3396.41625;184.0;127.35369772607856;136.0;0;6
