t_ss,Tmpg_out_ss,Tw_out_ss,pc_ss,hc_out_ss,hihx1_out_ss,hft_ss,hihx2_out_ss,he_out_ss,pft_ss,pbuff1_ss,pbuff2_ss,pe_ss,Tc_out_ss,Te_out_ss,mc_in_dot_ss,mc_out_dot_ss,mft_in_dot_ss,mft_out_dot_ss,mbuff1_in_dot_ss,mbuff1_out_dot_ss,me_in_dot_ss,me_out_dot_ss,Pheat_out_ss,Pgc_ss,Pevap_ss,Prec_total_ss,COP_ss,SH_ss
981,4.435437416186725,32.81082518781545,69.70618109032738,369113.8710025209,322740.2930301169,392495.60858938313,428468.22847209097,368957.3954885335,48.10142248645173,48.89798965,65.65705864335975,37.5133221406829,28.497944051050023,2.8073154080025327,0.013036632085105337,0.015783334506388105,0.015783334506388105,-0.004563654160859861,-0.0016839233798419673,0.013036632085105337,0.008407745379586025,0.011287476160603922,4598.507322762569,1194.4371971909165,1361.9328465209865,3404.0701255716517,1.1816902982539594,0.0
982,4.4272545605391205,32.818455366178945,69.64005279839134,369109.3656231407,322645.3619733946,393130.88013574143,429165.01193158794,368642.9422946501,50.1745610377588,48.89798965,65.66925041867881,37.473012085237805,28.456373954516856,2.7659210813124218,0.01391879690097993,0.011173936277534277,0.011173936277534277,0.031470103356791276,0.02624281092850157,0.01391879690097993,0.0160024360013282,0.01077514357303849,4605.8773541529645,1192.3345123266317,1474.0140713718763,3413.542841826334,1.1835841942468504,0.0
983,4.419609858534282,32.84567643970612,69.71218086206916,369071.9287586327,322673.06135044433,392807.1809591107,430279.1883981945,368834.7832250195,47.92576195186408,48.89798965,65.64918896061259,37.538210706733565,28.5017304922106,2.8328662352276788,0.013011147874648202,0.015787326805949294,0.015787326805949294,-0.004589387018083097,-0.001706701041779583,0.013011147874648202,0.00838378743455778,0.01126647341086129,4535.579787423491,1125.4933903373485,1378.3307502134355,3410.0863970861433,1.1655196470439169,0.0
984,4.414261958726525,32.84546572998876,69.62658054695908,369101.2914314775,322536.26586542645,393201.9241208254,430580.041645186,368417.0512109193,50.47487585579664,48.89798965,65.67064099868873,37.47629910283908,28.447907699442975,2.769322563848289,0.013917625150413584,0.011169234284186742,0.011169234284186742,0.0314824362543243,0.026528884756905846,0.013917625150413584,0.015998608866419652,0.011045057369001196,4631.966813620593,1190.9971922055126,1383.8713615907654,3440.9696214150813,1.1902884699988927,0.0
985,4.412076664650338,32.809007702093744,69.73638914613446,369217.7915203783,322303.92579969164,393394.0162331406,430102.89798500045,368702.5956238143,47.236733205826795,48.89798965,65.6413946136924,37.548360880251025,28.516976177822574,2.8432980837213315,0.013016583212385286,0.015779890010012523,0.015779890010012523,-0.004571475310136145,-0.0016477163738095116,0.013016583212385286,0.008395578048410875,0.011319336984737511,4596.751803273683,1191.9760970599884,1593.3424027389756,3404.7757062136952,1.181239177878845,0.0
986,4.413339954042305,32.915748523865275,69.61916200193768,369157.4522612473,322492.83385382534,393064.47670811706,430155.5906048378,368304.35050849116,50.585317557882185,48.89798965,65.67324774854922,37.4743747547029,28.443233548344676,2.7673296428520757,0.013907358544533125,0.011169985409075444,0.011169985409075444,0.031459302345309165,0.02625834151094165,0.013907358544533125,0.01599617509700332,0.010795214262635813,4542.616752822532,1108.0899948853655,1488.4300907138036,3434.526757937167,1.1673279542091648,0.0
987,4.418659518848007,32.8643071271982,69.70888306822168,369239.7000090951,322458.59634369455,392767.9030835664,432414.0483973541,368592.5386326748,47.93867169526149,48.89798965,65.65542633689216,37.52940894803657,28.499659293463207,2.823802435610361,0.013030182251994163,0.015776602681877156,0.015776602681877156,-0.004584028834049649,-0.0011861244712141113,0.013030182251994163,0.008383575337949228,0.011781479700784766,4650.165823166356,1192.8421373987346,1482.9188353903282,3457.3236857676206,1.194965116464498,0.0
988,4.4241145399639095,32.88178418002049,69.62828866893207,369293.30748989584,322330.4561469092,393269.5328621736,430481.8920336554,368276.27182116546,50.39941541147908,48.89798965,65.6709522654998,37.45439538176376,28.448977108266682,2.746800440120637,0.013921638314790897,0.011163664761535404,0.011163664761535404,0.03148276685421842,0.026358978909730886,0.013921638314790897,0.01600908670131489,0.010885298756827358,4605.560627521746,1176.1047822906162,1373.663742588491,3429.4558452311294,1.1835028041867635,0.0
989,4.432519183567034,32.90434784959467,69.70652539587068,369304.8186537624,322254.57546739926,392540.512863071,430209.44478182174,368619.9091574781,48.012748700838664,48.89798965,65.64830064082632,37.508602014906415,28.498161123537376,2.8024455322302706,0.013013910703614543,0.015776885663155285,0.015776885663155285,-0.004589126738471109,-0.0013256691495702397,0.013013910703614543,0.008391232078734516,0.011654689667635386,4627.067868808096,1179.1225442256143,1261.3527376531054,3447.9453245824825,1.1890295755032911,0.0
990,4.44099030821216,32.835483881074346,69.66309485645365,369376.78617384913,322184.7002693382,392490.44746989856,430270.88715516566,368473.0778457295,49.49833151912184,48.89798965,65.66434617130244,37.46744719420124,28.47085449761849,2.7601858711320424,0.013913636703863147,0.011168271458931242,0.011168271458931242,0.03146303165871161,0.026234407240350033,0.013913636703863147,0.0160086695361376,0.010780045117776027,4622.325290666758,1194.0927415769834,1459.7833560314386,3428.232549089775,1.1878108629548538,0.0
